"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Sales volume New build","Pivotable date"
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-08,5936,monthly,433,2003-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-09,106682,monthly,9582,2003-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-09,5485,monthly,409,2003-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-10,119798,monthly,10735,2003-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-10,6429,monthly,533,2003-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-11,112141,monthly,11099,2003-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-11,6162,monthly,601,2003-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2003-12,116105,monthly,15732,2003-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2003-12,6073,monthly,725,2003-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-01,86697,monthly,5859,2004-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-01,4291,monthly,351,2004-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-02,86512,monthly,7417,2004-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-02,4206,monthly,430,2004-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-03,100342,monthly,9871,2004-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-03,5256,monthly,513,2004-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-04,114092,monthly,9759,2004-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-04,5821,monthly,458,2004-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-05,105117,monthly,10079,2004-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-05,5226,monthly,470,2004-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-06,118877,monthly,14340,2004-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-06,5688,monthly,591,2004-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-07,126778,monthly,9495,2004-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-07,6166,monthly,460,2004-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-08,109199,monthly,8988,2004-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-08,4807,monthly,477,2004-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-09,93996,monthly,9113,2004-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-09,4276,monthly,464,2004-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-10,90273,monthly,8936,2004-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-10,4087,monthly,413,2004-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-11,79540,monthly,8810,2004-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-11,3780,monthly,480,2004-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2004-12,80888,monthly,14411,2004-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2004-12,3724,monthly,663,2004-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-01,53464,monthly,5425,2005-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-01,2516,monthly,248,2005-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-02,56044,monthly,6494,2005-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-02,2572,monthly,268,2005-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-03,67322,monthly,8639,2005-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-03,3336,monthly,364,2005-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-04,78958,monthly,9208,2005-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-04,3891,monthly,394,2005-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-05,79951,monthly,8978,2005-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-05,3865,monthly,406,2005-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-06,92080,monthly,14193,2005-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-06,4271,monthly,596,2005-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-07,96925,monthly,9090,2005-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-07,4428,monthly,452,2005-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-08,94592,monthly,8939,2005-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-08,4410,monthly,362,2005-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-09,96191,monthly,10585,2005-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-09,4534,monthly,471,2005-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-10,88571,monthly,9423,2005-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-10,4249,monthly,416,2005-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-11,91445,monthly,9999,2005-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-11,4383,monthly,433,2005-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2005-12,102289,monthly,16356,2005-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2005-12,4704,monthly,661,2005-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-01,73019,monthly,6925,2006-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-01,3228,monthly,256,2006-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-02,75775,monthly,8218,2006-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-02,3567,monthly,331,2006-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-03,99396,monthly,11840,2006-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-03,4663,monthly,517,2006-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-04,91305,monthly,9600,2006-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-04,4207,monthly,372,2006-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-05,101080,monthly,10647,2006-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-05,4582,monthly,417,2006-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-06,120679,monthly,16940,2006-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-06,5755,monthly,769,2006-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-07,112469,monthly,9717,2006-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-07,5136,monthly,359,2006-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-08,118684,monthly,9686,2006-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-08,5447,monthly,380,2006-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-09,113761,monthly,10584,2006-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-09,5482,monthly,477,2006-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-10,110764,monthly,9712,2006-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-10,5520,monthly,414,2006-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-11,112690,monthly,10425,2006-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-11,5525,monthly,464,2006-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2006-12,119458,monthly,16355,2006-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2006-12,5947,monthly,656,2006-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-01,85121,monthly,6521,2007-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-01,3962,monthly,215,2007-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-02,84374,monthly,6545,2007-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-02,3750,monthly,254,2007-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-03,103039,monthly,10094,2007-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-03,4895,monthly,341,2007-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-04,92543,monthly,7702,2007-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-04,4428,monthly,242,2007-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-05,104937,monthly,8830,2007-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-05,5047,monthly,317,2007-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-06,120076,monthly,13570,2007-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-06,5925,monthly,416,2007-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-07,113560,monthly,7224,2007-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-07,5387,monthly,204,2007-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-08,121246,monthly,6526,2007-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-08,5719,monthly,184,2007-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-09,95771,monthly,6426,2007-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-09,4391,monthly,179,2007-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-10,100053,monthly,7184,2007-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-10,4766,monthly,214,2007-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-11,98151,monthly,7054,2007-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-11,4822,monthly,278,2007-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2007-12,79311,monthly,9795,2007-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-12,4074,monthly,395,2007-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-01,56189,monthly,3867,2008-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-01,2536,monthly,137,2008-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-02,59992,monthly,4509,2008-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-02,2682,monthly,90,2008-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-03,56066,monthly,6565,2008-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-03,2923,monthly,303,2008-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-04,60459,monthly,7083,2008-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-04,3056,monthly,291,2008-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-05,62969,monthly,6959,2008-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-05,3327,monthly,349,2008-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-06,57038,monthly,9648,2008-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-06,3037,monthly,453,2008-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-07,51095,monthly,5491,2008-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-07,2518,monthly,206,2008-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-08,46910,monthly,4934,2008-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-08,2221,monthly,221,2008-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-09,40222,monthly,5370,2008-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-09,2032,monthly,245,2008-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-10,43079,monthly,5427,2008-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-10,2391,monthly,270,2008-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-11,35029,monthly,5029,2008-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-11,1868,monthly,252,2008-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2008-12,38540,monthly,7451,2008-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-12,1985,monthly,419,2008-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-01,25782,monthly,2876,2009-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-01,1172,monthly,123,2009-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-02,26660,monthly,3303,2009-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-02,1289,monthly,183,2009-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-03,34857,monthly,4984,2009-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-03,2013,monthly,496,2009-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-04,37585,monthly,4291,2009-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-04,1943,monthly,272,2009-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-05,43500,monthly,4763,2009-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-05,2278,monthly,343,2009-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-06,51058,monthly,7711,2009-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-06,2548,monthly,414,2009-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-07,60332,monthly,5318,2009-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-07,2990,monthly,294,2009-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-08,56038,monthly,4669,2009-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-08,2514,monthly,246,2009-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-09,56068,monthly,5236,2009-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-09,2644,monthly,293,2009-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-10,62974,monthly,5507,2009-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-10,3004,monthly,288,2009-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-11,58583,monthly,5598,2009-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-11,2757,monthly,261,2009-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2009-12,75376,monthly,8349,2009-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-12,3405,monthly,376,2009-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-01,34383,monthly,2948,2010-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-01,1499,monthly,140,2010-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-02,40718,monthly,3713,2010-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-02,1901,monthly,198,2010-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-03,49166,monthly,5186,2010-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-03,2379,monthly,225,2010-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-04,49802,monthly,4344,2010-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-04,2553,monthly,232,2010-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-05,49793,monthly,4795,2010-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-05,2543,monthly,293,2010-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-06,59887,monthly,7278,2010-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-06,3013,monthly,371,2010-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-07,64635,monthly,4297,2010-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-07,2987,monthly,182,2010-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-08,58984,monthly,4061,2010-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-08,2692,monthly,201,2010-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-09,55114,monthly,5040,2010-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-09,2542,monthly,263,2010-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-10,55948,monthly,4406,2010-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-10,2873,monthly,261,2010-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-11,53689,monthly,4467,2010-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-11,2776,monthly,264,2010-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2010-12,54383,monthly,6242,2010-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-12,2715,monthly,314,2010-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-01,36005,monthly,2590,2011-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-01,1682,monthly,110,2011-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-02,37892,monthly,2889,2011-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-02,1841,monthly,187,2011-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-03,44568,monthly,4707,2011-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-03,2280,monthly,236,2011-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-04,48605,monthly,4285,2011-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-04,2285,monthly,224,2011-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-05,46851,monthly,4023,2011-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-05,2257,monthly,235,2011-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-06,55226,monthly,7427,2011-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-06,2721,monthly,448,2011-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-07,59692,monthly,4226,2011-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-07,2820,monthly,189,2011-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-08,61631,monthly,4113,2011-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-08,2939,monthly,272,2011-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-09,60860,monthly,5216,2011-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-09,2875,monthly,296,2011-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-10,55412,monthly,4393,2011-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-10,2729,monthly,209,2011-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-11,57594,monthly,5135,2011-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-11,2937,monthly,300,2011-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2011-12,60991,monthly,7641,2011-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-12,2919,monthly,396,2011-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-01,42125,monthly,3045,2012-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-01,1839,monthly,129,2012-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-02,43023,monthly,3499,2012-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-02,1988,monthly,155,2012-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-03,58990,monthly,6819,2012-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-03,2602,monthly,322,2012-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-04,41395,monthly,3872,2012-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-04,2104,monthly,196,2012-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-05,50413,monthly,4907,2012-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-05,2346,monthly,247,2012-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-06,57212,monthly,8434,2012-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-06,2924,monthly,486,2012-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-07,56838,monthly,3874,2012-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-07,2582,monthly,164,2012-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-08,62396,monthly,4677,2012-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-08,2934,monthly,220,2012-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-09,50670,monthly,5112,2012-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-09,2449,monthly,243,2012-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-10,56410,monthly,4836,2012-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-10,2884,monthly,268,2012-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-11,61010,monthly,5428,2012-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-11,3039,monthly,272,2012-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2012-12,54054,monthly,7510,2012-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2012-12,2689,monthly,399,2012-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-01,41530,monthly,2944,2013-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-01,1802,monthly,119,2013-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-02,43191,monthly,3531,2013-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-02,2027,monthly,147,2013-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-03,52099,monthly,6106,2013-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-03,2601,monthly,294,2013-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-04,48744,monthly,4620,2013-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-04,2303,monthly,207,2013-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-05,63360,monthly,5737,2013-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-05,3028,monthly,260,2013-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-06,63222,monthly,9826,2013-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-06,3183,monthly,476,2013-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-07,70536,monthly,4652,2013-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-07,3329,monthly,176,2013-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-08,76183,monthly,5958,2013-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-08,3532,monthly,239,2013-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-09,67217,monthly,6472,2013-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-09,3218,monthly,278,2013-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-10,75111,monthly,6124,2013-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-10,3632,monthly,282,2013-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-11,81041,monthly,7074,2013-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-11,4070,monthly,304,2013-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2013-12,77833,monthly,10142,2013-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2013-12,3887,monthly,510,2013-12-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-01,64587,monthly,4246,2014-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-01,2917,monthly,155,2014-01-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-02,64181,monthly,5100,2014-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-02,2958,monthly,192,2014-02-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-03,66594,monthly,7020,2014-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-03,3214,monthly,277,2014-03-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-04,69314,monthly,6020,2014-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-04,3360,monthly,267,2014-04-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-05,76211,monthly,6896,2014-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-05,3848,monthly,330,2014-05-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-06,79628,monthly,11552,2014-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-06,3849,monthly,474,2014-06-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-07,83160,monthly,5949,2014-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-07,4151,monthly,277,2014-07-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-08,86320,monthly,6321,2014-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-08,4084,monthly,297,2014-08-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-09,77547,monthly,6986,2014-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-09,3654,monthly,325,2014-09-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-10,84927,monthly,6997,2014-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-10,4129,monthly,381,2014-10-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-11,72004,monthly,6534,2014-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-11,3613,monthly,327,2014-11-01
England,http://landregistry.data.gov.uk/id/region/england,E92000001,2014-12,76741,monthly,10311,2014-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2014-12,3836,monthly,503,2014-12-01
